201905301350,0,0,2,5,92,1,0
201905301351,0,0,1,3,95,1,0
201905301352,0,0,1,2,96,1,0
201905301353,0,0,1,2,97,1,0
201905301354,0,0,1,2,97,0,0
201905301355,0,0,1,1,98,0,0
201905301356,0,0,0,1,98,0,0
201905301357,0,0,0,1,98,0,0
201905301358,0,0,0,1,98,0,0
201905301359,0,0,0,1,98,0,0
201905301400,0,0,0,1,99,0,0
201905301401,0,0,0,1,99,0,0
201905301402,0,0,0,1,99,0,0
201905301403,0,0,0,1,99,0,0
201905301404,0,0,0,1,99,0,0
201905301405,0,0,0,1,99,0,0
201905301406,0,0,0,1,99,0,0
201905301407,0,0,0,1,99,0,0
201905301408,0,0,0,1,99,0,0
201905301409,0,0,0,1,99,0,0
201905301410,0,0,0,1,99,0,0
201905301411,0,0,0,0,99,0,0
201905301412,0,0,0,0,99,0,0
201905301413,0,0,0,0,99,0,0
201905301414,0,0,0,0,99,0,0
201905301415,0,0,0,0,99,0,0
201905301416,0,0,0,0,99,0,0
201905301417,0,0,0,0,99,0,0
201905301418,0,0,0,0,99,0,0
201905301419,0,0,0,0,99,0,0
201905301420,0,0,0,0,99,0,0
201905301421,0,0,0,0,99,0,0
201905301422,0,0,0,0,99,0,0
201905301423,0,0,0,0,99,0,0
201905301424,0,0,0,0,99,0,0
201905301425,0,0,0,0,99,0,0
201905301426,0,0,0,0,99,0,0
201905301427,0,0,0,0,99,0,0
201905301428,0,0,0,0,99,0,0
201905301429,0,0,0,0,99,0,0
201905301430,0,0,0,0,99,0,0
201905301431,0,0,0,0,99,0,0
201905301432,0,0,0,0,99,0,0
201905301433,0,0,0,0,99,0,0
201905301434,0,0,0,0,99,0,0
201905301435,0,0,0,0,99,0,0
201905301436,0,0,0,0,99,0,0
201905301437,0,0,0,0,99,0,0
201905301438,0,0,0,0,99,0,0
201905301439,0,0,0,0,99,0,0
201905301440,0,0,0,0,99,0,0
201905301441,0,0,0,0,99,0,0
201905301442,0,0,0,0,99,0,0
201905301443,0,0,0,0,99,0,0
201905301444,0,0,0,0,99,0,0
201905301445,0,0,0,0,99,0,0
201905301446,0,0,0,0,100,0,0
201905301447,0,0,0,0,100,0,0
201905301448,0,0,0,0,100,0,0
201905301449,0,0,0,0,100,0,0
201905301450,0,0,0,0,100,0,0
201905301451,0,0,0,0,100,0,0
201905301452,0,0,0,0,100,0,0
201905301453,0,0,0,0,100,0,0
201905301454,0,0,0,0,100,0,0
201905301455,0,0,0,0,100,0,0
201905301456,0,0,0,0,100,0,0
